DATE,COMMUNITY CODE,COMMUNITY NAME,ANIMAL,LICENSE VOLUME
04/01/2018 12:00:00 AM,DNE,DOWNTOWN EAST VILLAGE,DOGS,71
04/01/2018 12:00:00 AM,DNW,DOWNTOWN WEST END,CATS,36
04/01/2018 12:00:00 AM,DNW,DOWNTOWN WEST END,DOGS,45
04/01/2018 12:00:00 AM,EAG,EAGLE RIDGE,CATS,9
04/01/2018 12:00:00 AM,EAG,EAGLE RIDGE,DOGS,37
04/01/2018 12:00:00 AM,EFV,EAST FAIRVIEW INDUSTRIAL,CATS,0
04/01/2018 12:00:00 AM,EFV,EAST FAIRVIEW INDUSTRIAL,DOGS,0
04/01/2018 12:00:00 AM,ESH,EAST SHEPARD INDUSTRIAL,CATS,2
04/01/2018 12:00:00 AM,ESH,EAST SHEPARD INDUSTRIAL,DOGS,15
04/01/2018 12:00:00 AM,EFI,EASTFIELD,CATS,0
04/01/2018 12:00:00 AM,EFI,EASTFIELD,DOGS,2
04/01/2018 12:00:00 AM,EAU,EAU CLAIRE,CATS,18
04/01/2018 12:00:00 AM,EAU,EAU CLAIRE,DOGS,37
04/01/2018 12:00:00 AM,EDG,EDGEMONT,CATS,321
04/01/2018 12:00:00 AM,EDG,EDGEMONT,DOGS,1007
04/01/2018 12:00:00 AM,EPK,ELBOW PARK,CATS,87
04/01/2018 12:00:00 AM,EPK,ELBOW PARK,DOGS,379
04/01/2018 12:00:00 AM,EYA,ELBOYA,CATS,55
04/01/2018 12:00:00 AM,EYA,ELBOYA,DOGS,195
04/01/2018 12:00:00 AM,ERI,ERIN WOODS,CATS,270
04/01/2018 12:00:00 AM,ERI,ERIN WOODS,DOGS,554
04/01/2018 12:00:00 AM,ERL,ERLTON,CATS,42
04/01/2018 12:00:00 AM,ERL,ERLTON,DOGS,88
04/01/2018 12:00:00 AM,EVE,EVERGREEN,CATS,502
04/01/2018 12:00:00 AM,EVE,EVERGREEN,DOGS,1381
04/01/2018 12:00:00 AM,FVI,FAIRVIEW INDUSTRIAL,CATS,1
04/01/2018 12:00:00 AM,FVI,FAIRVIEW INDUSTRIAL,DOGS,3
04/01/2018 12:00:00 AM,FAI,FAIRVIEW,CATS,172
04/01/2018 12:00:00 AM,FAI,FAIRVIEW,DOGS,403
04/01/2018 12:00:00 AM,FAL,FALCONRIDGE,CATS,292
04/01/2018 12:00:00 AM,FAL,FALCONRIDGE,DOGS,622
04/01/2018 12:00:00 AM,FHI,FOOTHILLS,CATS,1
04/01/2018 12:00:00 AM,FHI,FOOTHILLS,DOGS,71
04/01/2018 12:00:00 AM,FHT,FOREST HEIGHTS,CATS,155
04/01/2018 12:00:00 AM,FHT,FOREST HEIGHTS,DOGS,371
04/01/2018 12:00:00 AM,FLI,FOREST LAWN INDUSTRIAL,CATS,7
04/01/2018 12:00:00 AM,FLI,FOREST LAWN INDUSTRIAL,DOGS,18
04/01/2018 12:00:00 AM,FLN,FOREST LAWN,CATS,264
04/01/2018 12:00:00 AM,FLN,FOREST LAWN,DOGS,524
04/01/2018 12:00:00 AM,GAW,GARRISON WOODS,CATS,52
04/01/2018 12:00:00 AM,GAW,GARRISON WOODS,DOGS,180
04/01/2018 12:00:00 AM,GLA,GLAMORGAN,CATS,301
04/01/2018 12:00:00 AM,GLA,GLAMORGAN,DOGS,511
04/01/2018 12:00:00 AM,GBK,GLENBROOK,CATS,249
04/01/2018 12:00:00 AM,GBK,GLENBROOK,DOGS,484
04/01/2018 12:00:00 AM,GDL,GLENDALE,CATS,105
04/01/2018 12:00:00 AM,GDL,GLENDALE,DOGS,293
04/01/2018 12:00:00 AM,GBP,GLENDEER BUSINESS PARK,CATS,0
04/01/2018 12:00:00 AM,GBP,GLENDEER BUSINESS PARK,DOGS,0
04/01/2018 12:00:00 AM,GTI,GOLDEN TRIANGLE,CATS,0
04/01/2018 12:00:00 AM,GTI,GOLDEN TRIANGLE,DOGS,0
04/01/2018 12:00:00 AM,GPI,GREAT PLAINS,CATS,0
04/01/2018 12:00:00 AM,GPI,GREAT PLAINS,DOGS,0
04/01/2018 12:00:00 AM,GRI,GREENVIEW INDUSTRIAL PARK,CATS,1
04/01/2018 12:00:00 AM,GRI,GREENVIEW INDUSTRIAL PARK,DOGS,5
04/01/2018 12:00:00 AM,GRV,GREENVIEW,CATS,108
04/01/2018 12:00:00 AM,GRV,GREENVIEW,DOGS,98
04/01/2018 12:00:00 AM,GRE,GREENWOOD/GREENBRIAR,CATS,87
04/01/2018 12:00:00 AM,GRE,GREENWOOD/GREENBRIAR,DOGS,135
04/01/2018 12:00:00 AM,HAM,HAMPTONS,CATS,85
04/01/2018 12:00:00 AM,HAM,HAMPTONS,DOGS,335
04/01/2018 12:00:00 AM,HAR,HARVEST HILLS,CATS,215
04/01/2018 12:00:00 AM,HAR,HARVEST HILLS,DOGS,672
04/01/2018 12:00:00 AM,HAW,HAWKWOOD,CATS,283
04/01/2018 12:00:00 AM,HAW,HAWKWOOD,DOGS,799
04/01/2018 12:00:00 AM,HAY,HAYSBORO,CATS,301
04/01/2018 12:00:00 AM,HAY,HAYSBORO,DOGS,629
04/01/2018 12:00:00 AM,HID,HIDDEN VALLEY,CATS,369
04/01/2018 12:00:00 AM,HID,HIDDEN VALLEY,DOGS,1082
04/01/2018 12:00:00 AM,HIF,HIGHFIELD,CATS,0
04/01/2018 12:00:00 AM,HIF,HIGHFIELD,DOGS,0
04/01/2018 12:00:00 AM,HPK,HIGHLAND PARK,CATS,135
04/01/2018 12:00:00 AM,HPK,HIGHLAND PARK,DOGS,275
04/01/2018 12:00:00 AM,HIW,HIGHWOOD,CATS,86
04/01/2018 12:00:00 AM,HIW,HIGHWOOD,DOGS,228
04/01/2018 12:00:00 AM,HIL,HILLHURST,CATS,182
04/01/2018 12:00:00 AM,HIL,HILLHURST,DOGS,404
04/01/2018 12:00:00 AM,HOR,HORIZON,CATS,0
04/01/2018 12:00:00 AM,HOR,HORIZON,DOGS,0
04/01/2018 12:00:00 AM,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CATS,66
04/01/2018 12:00:00 AM,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,DOGS,164
04/01/2018 12:00:00 AM,HUN,HUNTINGTON HILLS,CATS,555
04/01/2018 12:00:00 AM,HUN,HUNTINGTON HILLS,DOGS,1143
04/01/2018 12:00:00 AM,ING,INGLEWOOD,CATS,250
04/01/2018 12:00:00 AM,ING,INGLEWOOD,DOGS,496
04/01/2018 12:00:00 AM,KEL,KELVIN GROVE,CATS,73
04/01/2018 12:00:00 AM,KEL,KELVIN GROVE,DOGS,115
04/01/2018 12:00:00 AM,KIL,KILLARNEY/GLENGARRY,CATS,255
04/01/2018 12:00:00 AM,KIL,KILLARNEY/GLENGARRY,DOGS,594
04/01/2018 12:00:00 AM,KCA,KINCORA,CATS,161
04/01/2018 12:00:00 AM,KCA,KINCORA,DOGS,259
04/01/2018 12:00:00 AM,KIN,KINGSLAND,CATS,161
04/01/2018 12:00:00 AM,KIN,KINGSLAND,DOGS,259
04/01/2018 12:00:00 AM,LKB,LAKE BONAVISTA,CATS,342
04/01/2018 12:00:00 AM,LKB,LAKE BONAVISTA,DOGS,1047
04/01/2018 12:00:00 AM,LKV,LAKEVIEW,CATS,209
04/01/2018 12:00:00 AM,LKV,LAKEVIEW,DOGS,601
04/01/2018 12:00:00 AM,LEG,LEGACY,CATS,100
04/01/2018 12:00:00 AM,LEG,LEGACY,DOGS,316
04/01/2018 12:00:00 AM,LPK,LINCOLN PARK,CATS,57
04/01/2018 12:00:00 AM,LPK,LINCOLN PARK,DOGS,61
04/01/2018 12:00:00 AM,LMR,LOWER MOUNT ROYAL,CATS,92
04/01/2018 12:00:00 AM,LMR,LOWER MOUNT ROYAL,DOGS,132
04/01/2018 12:00:00 AM,MAC,MACEWAN GLEN,CATS,180
04/01/2018 12:00:00 AM,MAC,MACEWAN GLEN,DOGS,524
04/01/2018 12:00:00 AM,MAH,MAHOGANY,CATS,200
04/01/2018 12:00:00 AM,MAH,MAHOGANY,DOGS,700
04/01/2018 12:00:00 AM,MNI,MANCHESTER INDUSTRIAL,CATS,2
04/01/2018 12:00:00 AM,MNI,MANCHESTER INDUSTRIAL,DOGS,5
04/01/2018 12:00:00 AM,MAN,MANCHESTER,CATS,21
04/01/2018 12:00:00 AM,MAN,MANCHESTER,DOGS,14
04/01/2018 12:00:00 AM,MPL,MAPLE RIDGE,CATS,100
04/01/2018 12:00:00 AM,MPL,MAPLE RIDGE,DOGS,269
04/01/2018 12:00:00 AM,MPK,MARLBOROUGH PARK,CATS,298
04/01/2018 12:00:00 AM,MPK,MARLBOROUGH PARK,DOGS,635
04/01/2018 12:00:00 AM,MRL,MARLBOROUGH,CATS,230
04/01/2018 12:00:00 AM,MRL,MARLBOROUGH,DOGS,503
04/01/2018 12:00:00 AM,MRT,MARTINDALE,CATS,220
04/01/2018 12:00:00 AM,MRT,MARTINDALE,DOGS,495
04/01/2018 12:00:00 AM,MAF,MAYFAIR,CATS,11
04/01/2018 12:00:00 AM,MAF,MAYFAIR,DOGS,65
04/01/2018 12:00:00 AM,MAL,MAYLAND HEIGHTS,CATS,223
04/01/2018 12:00:00 AM,MAL,MAYLAND HEIGHTS,DOGS,459
04/01/2018 12:00:00 AM,MLI,MAYLAND,CATS,1
04/01/2018 12:00:00 AM,MLI,MAYLAND,DOGS,0
04/01/2018 12:00:00 AM,MCI,MCCALL,CATS,1
04/01/2018 12:00:00 AM,MCI,MCCALL,DOGS,1
04/01/2018 12:00:00 AM,MCK,MCKENZIE LAKE,CATS,515
04/01/2018 12:00:00 AM,MCK,MCKENZIE LAKE,DOGS,1584
04/01/2018 12:00:00 AM,MCT,MCKENZIE TOWNE,CATS,702
04/01/2018 12:00:00 AM,MCT,MCKENZIE TOWNE,DOGS,1810
04/01/2018 12:00:00 AM,MEA,MEADOWLARK PARK,CATS,24
04/01/2018 12:00:00 AM,MEA,MEADOWLARK PARK,DOGS,81
04/01/2018 12:00:00 AM,MER,MERIDIAN,CATS,0
04/01/2018 12:00:00 AM,MER,MERIDIAN,DOGS,2
04/01/2018 12:00:00 AM,MID,MIDNAPORE,CATS,301
04/01/2018 12:00:00 AM,MID,MIDNAPORE,DOGS,655
04/01/2018 12:00:00 AM,MLR,MILLRISE,CATS,217
04/01/2018 12:00:00 AM,MLR,MILLRISE,DOGS,510
04/01/2018 12:00:00 AM,MIS,MISSION,CATS,128
04/01/2018 12:00:00 AM,MIS,MISSION,DOGS,198
04/01/2018 12:00:00 AM,MOR,MONTEREY PARK,CATS,161
04/01/2018 12:00:00 AM,MOR,MONTEREY PARK,DOGS,377
04/01/2018 12:00:00 AM,MON,MONTGOMERY,CATS,168
04/01/2018 12:00:00 AM,MON,MONTGOMERY,DOGS,420
04/01/2018 12:00:00 AM,MOP,MOUNT PLEASANT,CATS,234
04/01/2018 12:00:00 AM,MOP,MOUNT PLEASANT,DOGS,495
04/01/2018 12:00:00 AM,NEB,NEW BRIGHTON,CATS,333
04/01/2018 12:00:00 AM,NEB,NEW BRIGHTON,DOGS,1073
04/01/2018 12:00:00 AM,NAW,NORTH AIRWAYS,CATS,0
04/01/2018 12:00:00 AM,NAW,NORTH AIRWAYS,DOGS,0
04/01/2018 12:00:00 AM,NGM,NORTH GLENMORE PARK,CATS,89
04/01/2018 12:00:00 AM,NGM,NORTH GLENMORE PARK,DOGS,287
04/01/2018 12:00:00 AM,PUM,PUMP HILL,DOGS,93
04/01/2018 12:00:00 AM,NHU,NORTH HAVEN UPPER,CATS,26
04/01/2018 12:00:00 AM,NHU,NORTH HAVEN UPPER,DOGS,95
04/01/2018 12:00:00 AM,NHV,NORTH HAVEN,CATS,81
04/01/2018 12:00:00 AM,NHV,NORTH HAVEN,DOGS,220
04/01/2018 12:00:00 AM,OAK,OAKRIDGE,CATS,253
04/01/2018 12:00:00 AM,OAK,OAKRIDGE,DOGS,615
04/01/2018 12:00:00 AM,OSH,OGDEN SHOPS,CATS,0
04/01/2018 12:00:00 AM,OSH,OGDEN SHOPS,DOGS,0
04/01/2018 12:00:00 AM,OGD,OGDEN,CATS,454
04/01/2018 12:00:00 AM,OGD,OGDEN,DOGS,1068
04/01/2018 12:00:00 AM,PAL,PALLISER,CATS,141
04/01/2018 12:00:00 AM,PAL,PALLISER,DOGS,232
04/01/2018 12:00:00 AM,PAN,PANORAMA HILLS,CATS,333
04/01/2018 12:00:00 AM,PAN,PANORAMA HILLS,DOGS,1114
04/01/2018 12:00:00 AM,PKD,PARKDALE,CATS,70
04/01/2018 12:00:00 AM,PKD,PARKDALE,DOGS,193
04/01/2018 12:00:00 AM,PKH,PARKHILL,CATS,43
04/01/2018 12:00:00 AM,PKH,PARKHILL,DOGS,160
04/01/2018 12:00:00 AM,PKL,PARKLAND,CATS,130
04/01/2018 12:00:00 AM,PKL,PARKLAND,DOGS,461
04/01/2018 12:00:00 AM,PAT,PATTERSON,CATS,123
04/01/2018 12:00:00 AM,PAT,PATTERSON,DOGS,298
04/01/2018 12:00:00 AM,PEG,PEGASUS,CATS,0
04/01/2018 12:00:00 AM,PEG,PEGASUS,DOGS,0
04/01/2018 12:00:00 AM,PEN,PENBROOKE MEADOWS,CATS,243
04/01/2018 12:00:00 AM,PEN,PENBROOKE MEADOWS,DOGS,519
04/01/2018 12:00:00 AM,PIN,PINERIDGE,CATS,329
04/01/2018 12:00:00 AM,PIN,PINERIDGE,DOGS,626
04/01/2018 12:00:00 AM,POI,POINT MCKAY,CATS,53
04/01/2018 12:00:00 AM,POI,POINT MCKAY,DOGS,102
04/01/2018 12:00:00 AM,PUM,PUMP HILL,CATS,21
04/01/2018 12:00:00 AM,QPK,QUEENS PARK VILLAGE,CATS,13
04/01/2018 12:00:00 AM,QPK,QUEENS PARK VILLAGE,DOGS,14
04/01/2018 12:00:00 AM,QLD,QUEENSLAND,CATS,230
04/01/2018 12:00:00 AM,QLD,QUEENSLAND,DOGS,536
04/01/2018 12:00:00 AM,RAM,RAMSAY,CATS,123
04/01/2018 12:00:00 AM,RAM,RAMSAY,DOGS,216
04/01/2018 12:00:00 AM,RAN,RANCHLANDS,CATS,344
04/01/2018 12:00:00 AM,RAN,RANCHLANDS,DOGS,688
04/01/2018 12:00:00 AM,RED,RED CARPET,CATS,104
04/01/2018 12:00:00 AM,RED,RED CARPET,DOGS,129
04/01/2018 12:00:00 AM,REN,RENFREW,CATS,290
04/01/2018 12:00:00 AM,REN,RENFREW,DOGS,539
04/01/2018 12:00:00 AM,RIC,RICHMOND,CATS,162
04/01/2018 12:00:00 AM,RIC,RICHMOND,DOGS,461
04/01/2018 12:00:00 AM,RID,RIDEAU PARK,CATS,20
04/01/2018 12:00:00 AM,RID,RIDEAU PARK,DOGS,62
04/01/2018 12:00:00 AM,RIV,RIVERBEND,CATS,420
04/01/2018 12:00:00 AM,RIV,RIVERBEND,DOGS,1178
04/01/2018 12:00:00 AM,ROC,ROCKY RIDGE,CATS,226
04/01/2018 12:00:00 AM,ROC,ROCKY RIDGE,DOGS,630
04/01/2018 12:00:00 AM,RDL,ROSEDALE,CATS,60
04/01/2018 12:00:00 AM,RDL,ROSEDALE,DOGS,159
04/01/2018 12:00:00 AM,RMT,ROSEMONT,CATS,52
04/01/2018 12:00:00 AM,RMT,ROSEMONT,DOGS,100
04/01/2018 12:00:00 AM,RCK,ROSSCARROCK,CATS,103
04/01/2018 12:00:00 AM,RCK,ROSSCARROCK,DOGS,179
04/01/2018 12:00:00 AM,ROX,ROXBORO,CATS,13
04/01/2018 12:00:00 AM,ROX,ROXBORO,DOGS,50
04/01/2018 12:00:00 AM,ROY,ROYAL OAK,CATS,276
04/01/2018 12:00:00 AM,ROY,ROYAL OAK,DOGS,779
04/01/2018 12:00:00 AM,RYV,ROYAL VISTA,CATS,0
04/01/2018 12:00:00 AM,RYV,ROYAL VISTA,DOGS,0
04/01/2018 12:00:00 AM,RUN,RUNDLE,CATS,239
04/01/2018 12:00:00 AM,RUN,RUNDLE,DOGS,512
04/01/2018 12:00:00 AM,RUT,RUTLAND PARK,CATS,130
04/01/2018 12:00:00 AM,RUT,RUTLAND PARK,DOGS,192
04/01/2018 12:00:00 AM,SRI,SADDLE RIDGE INDUSTRIAL,CATS,0
04/01/2018 12:00:00 AM,SRI,SADDLE RIDGE INDUSTRIAL,DOGS,3
04/01/2018 12:00:00 AM,SAD,SADDLE RIDGE,CATS,100
04/01/2018 12:00:00 AM,SAD,SADDLE RIDGE,DOGS,327
04/01/2018 12:00:00 AM,SAN,SANDSTONE VALLEY,CATS,136
04/01/2018 12:00:00 AM,SAN,SANDSTONE VALLEY,DOGS,412
04/01/2018 12:00:00 AM,SCA,SCARBORO,CATS,30
04/01/2018 12:00:00 AM,SCA,SCARBORO,DOGS,91
04/01/2018 12:00:00 AM,SSW,SCARBORO/ SUNALTA WEST,CATS,12
04/01/2018 12:00:00 AM,SSW,SCARBORO/ SUNALTA WEST,DOGS,49
04/01/2018 12:00:00 AM,SCE,SCENIC ACRES,CATS,249
04/01/2018 12:00:00 AM,SCE,SCENIC ACRES,DOGS,809
04/01/2018 12:00:00 AM,S23,SECTION 23,CATS,0
04/01/2018 12:00:00 AM,S23,SECTION 23,DOGS,0
04/01/2018 12:00:00 AM,SHG,SHAGANAPPI,CATS,54
04/01/2018 12:00:00 AM,SHG,SHAGANAPPI,DOGS,128
04/01/2018 12:00:00 AM,SHS,SHAWNEE SLOPES,CATS,39
04/01/2018 12:00:00 AM,SHS,SHAWNEE SLOPES,DOGS,136
04/01/2018 12:00:00 AM,SHN,SHAWNESSY,CATS,345
04/01/2018 12:00:00 AM,SHN,SHAWNESSY,DOGS,826
04/01/2018 12:00:00 AM,SHI,SHEPARD INDUSTRIAL,CATS,24
04/01/2018 12:00:00 AM,SGH,SAGE HILL,CATS,125
04/01/2018 12:00:00 AM,SGH,SAGE HILL,DOGS,496
04/01/2018 12:00:00 AM,SHI,SHEPARD INDUSTRIAL,DOGS,35
04/01/2018 12:00:00 AM,SHW,SHERWOOD,CATS,56
04/01/2018 12:00:00 AM,SHW,SHERWOOD,DOGS,176
04/01/2018 12:00:00 AM,SIG,SIGNAL HILL,CATS,344
04/01/2018 12:00:00 AM,SIG,SIGNAL HILL,DOGS,990
04/01/2018 12:00:00 AM,SIL,SILVER SPRINGS,CATS,341
04/01/2018 12:00:00 AM,SIL,SILVER SPRINGS,DOGS,909
04/01/2018 12:00:00 AM,SVO,SILVERADO,CATS,174
04/01/2018 12:00:00 AM,SVO,SILVERADO,DOGS,521
04/01/2018 12:00:00 AM,SKE,SKYLINE EAST,CATS,0
04/01/2018 12:00:00 AM,SKE,SKYLINE EAST,DOGS,0
04/01/2018 12:00:00 AM,SKW,SKYLINE WEST,CATS,3
04/01/2018 12:00:00 AM,SKW,SKYLINE WEST,DOGS,0
04/01/2018 12:00:00 AM,SKR,SKYVIEW RANCH,CATS,158
04/01/2018 12:00:00 AM,SKR,SKYVIEW RANCH,DOGS,369
04/01/2018 12:00:00 AM,SOM,SOMERSET,CATS,267
04/01/2018 12:00:00 AM,SOM,SOMERSET,DOGS,636
04/01/2018 12:00:00 AM,SAW,SOUTH AIRWAYS,CATS,0
04/01/2018 12:00:00 AM,SAW,SOUTH AIRWAYS,DOGS,1
04/01/2018 12:00:00 AM,SOC,SOUTH CALGARY,CATS,135
04/01/2018 12:00:00 AM,SOC,SOUTH CALGARY,DOGS,355
04/01/2018 12:00:00 AM,SFH,SOUTH FOOTHILLS,CATS,0
04/01/2018 12:00:00 AM,SFH,SOUTH FOOTHILLS,DOGS,3
04/01/2018 12:00:00 AM,SOV,SOUTHVIEW,CATS,81
04/01/2018 12:00:00 AM,SOV,SOUTHVIEW,DOGS,202
04/01/2018 12:00:00 AM,SOW,SOUTHWOOD,CATS,290
04/01/2018 12:00:00 AM,SOW,SOUTHWOOD,DOGS,532
04/01/2018 12:00:00 AM,SPH,SPRINGBANK HILL,CATS,204
04/01/2018 12:00:00 AM,SPH,SPRINGBANK HILL,DOGS,660
04/01/2018 12:00:00 AM,SPR,SPRUCE CLIFF,CATS,162
04/01/2018 12:00:00 AM,SPR,SPRUCE CLIFF,DOGS,254
04/01/2018 12:00:00 AM,STA,ST. ANDREWS HEIGHTS,CATS,37
04/01/2018 12:00:00 AM,STA,ST. ANDREWS HEIGHTS,DOGS,86
04/01/2018 12:00:00 AM,STD,STARFIELD,CATS,0
04/01/2018 12:00:00 AM,STD,STARFIELD,DOGS,0
04/01/2018 12:00:00 AM,ST1,STONEY 1,CATS,0
04/01/2018 12:00:00 AM,ST1,STONEY 1,DOGS,0
04/01/2018 12:00:00 AM,ST2,STONEY 2,CATS,0
04/01/2018 12:00:00 AM,ST2,STONEY 2,DOGS,0
04/01/2018 12:00:00 AM,ST3,STONEY 3,CATS,0
04/01/2018 12:00:00 AM,ST3,STONEY 3,DOGS,0
04/01/2018 12:00:00 AM,ST4,STONEY 4,CATS,0
04/01/2018 12:00:00 AM,ST4,STONEY 4,DOGS,0
04/01/2018 12:00:00 AM,STR,STRATHCONA PARK,CATS,211
04/01/2018 12:00:00 AM,STR,STRATHCONA PARK,DOGS,642
04/01/2018 12:00:00 AM,SNA,SUNALTA,CATS,106
04/01/2018 12:00:00 AM,SNA,SUNALTA,DOGS,130
04/01/2018 12:00:00 AM,SDC,SUNDANCE,CATS,374
04/01/2018 12:00:00 AM,SDC,SUNDANCE,DOGS,1140
04/01/2018 12:00:00 AM,SSD,SUNNYSIDE,CATS,154
04/01/2018 12:00:00 AM,SSD,SUNNYSIDE,DOGS,224
04/01/2018 12:00:00 AM,SUN,SUNRIDGE,CATS,3
04/01/2018 12:00:00 AM,SUN,SUNRIDGE,DOGS,4
04/01/2018 12:00:00 AM,TAR,TARADALE,CATS,151
04/01/2018 12:00:00 AM,TAR,TARADALE,DOGS,391
04/01/2018 12:00:00 AM,TEM,TEMPLE,CATS,295
04/01/2018 12:00:00 AM,TEM,TEMPLE,DOGS,848
04/01/2018 12:00:00 AM,THO,THORNCLIFFE,CATS,339
04/01/2018 12:00:00 AM,THO,THORNCLIFFE,DOGS,749
04/01/2018 12:00:00 AM,TUS,TUSCANY,CATS,579
04/01/2018 12:00:00 AM,TUS,TUSCANY,DOGS,1811
04/01/2018 12:00:00 AM,TUX,TUXEDO PARK,CATS,164
04/01/2018 12:00:00 AM,TUX,TUXEDO PARK,DOGS,362
04/01/2018 12:00:00 AM,UNI,UNIVERSITY HEIGHTS,CATS,93
04/01/2018 12:00:00 AM,UNI,UNIVERSITY HEIGHTS,DOGS,138
04/01/2018 12:00:00 AM,UOC,UNIVERSITY OF CALGARY,CATS,0
04/01/2018 12:00:00 AM,UOC,UNIVERSITY OF CALGARY,DOGS,0
04/01/2018 12:00:00 AM,UMR,UPPER MOUNT ROYAL,CATS,104
04/01/2018 12:00:00 AM,UMR,UPPER MOUNT ROYAL,DOGS,303
04/01/2018 12:00:00 AM,VAL,VALLEY RIDGE,CATS,169
04/01/2018 12:00:00 AM,VAL,VALLEY RIDGE,DOGS,588
04/01/2018 12:00:00 AM,VAF,VALLEYFIELD,CATS,0
04/01/2018 12:00:00 AM,VAF,VALLEYFIELD,DOGS,2
04/01/2018 12:00:00 AM,VAR,VARSITY,CATS,348
04/01/2018 12:00:00 AM,VAR,VARSITY,DOGS,788
04/01/2018 12:00:00 AM,VIS,VISTA HEIGHTS,CATS,78
04/01/2018 12:00:00 AM,VIS,VISTA HEIGHTS,DOGS,145
04/01/2018 12:00:00 AM,WHL,WEST HILLHURST,CATS,196
04/01/2018 12:00:00 AM,WHL,WEST HILLHURST,DOGS,559
04/01/2018 12:00:00 AM,WSP,WEST SPRINGS,CATS,188
04/01/2018 12:00:00 AM,WSP,WEST SPRINGS,DOGS,740
04/01/2018 12:00:00 AM,WGT,WESTGATE,CATS,116
04/01/2018 12:00:00 AM,WGT,WESTGATE,DOGS,268
04/01/2018 12:00:00 AM,WES,WESTWINDS,CATS,0
04/01/2018 12:00:00 AM,WES,WESTWINDS,DOGS,0
04/01/2018 12:00:00 AM,WHI,WHITEHORN,CATS,248
04/01/2018 12:00:00 AM,WHI,WHITEHORN,DOGS,552
04/01/2018 12:00:00 AM,WLD,WILDWOOD,CATS,109
04/01/2018 12:00:00 AM,WLD,WILDWOOD,DOGS,358
04/01/2018 12:00:00 AM,WIL,WILLOW PARK,CATS,190
04/01/2018 12:00:00 AM,WIL,WILLOW PARK,DOGS,475
04/01/2018 12:00:00 AM,WND,WINDSOR PARK,CATS,125
04/01/2018 12:00:00 AM,WND,WINDSOR PARK,DOGS,206
04/01/2018 12:00:00 AM,WIN,WINSTON HEIGHTS/MOUNTVIEW,CATS,131
04/01/2018 12:00:00 AM,WIN,WINSTON HEIGHTS/MOUNTVIEW,DOGS,308
04/01/2018 12:00:00 AM,WBN,WOODBINE,CATS,396
04/01/2018 12:00:00 AM,WBN,WOODBINE,DOGS,953
04/01/2018 12:00:00 AM,WOO,WOODLANDS,CATS,235
04/01/2018 12:00:00 AM,WOO,WOODLANDS,DOGS,533
05/01/2018 12:00:00 AM,ABB,ABBEYDALE,CATS,227
05/01/2018 12:00:00 AM,ABB,ABBEYDALE,DOGS,553
05/01/2018 12:00:00 AM,ACA,ACADIA,CATS,471
05/01/2018 12:00:00 AM,ACA,ACADIA,DOGS,849
05/01/2018 12:00:00 AM,ALB,ALBERT PARK/RADISSON HEIGHTS,CATS,184
05/01/2018 12:00:00 AM,ALB,ALBERT PARK/RADISSON HEIGHTS,DOGS,307
05/01/2018 12:00:00 AM,ALT,ALTADORE,CATS,213
05/01/2018 12:00:00 AM,ALT,ALTADORE,DOGS,854
05/01/2018 12:00:00 AM,AYB,ALYTH/BONNYBROOK,CATS,10
05/01/2018 12:00:00 AM,AYB,ALYTH/BONNYBROOK,DOGS,3
05/01/2018 12:00:00 AM,APP,APPLEWOOD PARK,CATS,130
05/01/2018 12:00:00 AM,APP,APPLEWOOD PARK,DOGS,266
05/01/2018 12:00:00 AM,ARB,ARBOUR LAKE,CATS,280
05/01/2018 12:00:00 AM,ARB,ARBOUR LAKE,DOGS,716
05/01/2018 12:00:00 AM,ASP,ASPEN WOODS,CATS,108
05/01/2018 12:00:00 AM,ASP,ASPEN WOODS,DOGS,538
05/01/2018 12:00:00 AM,AUB,AUBURN BAY,CATS,344
05/01/2018 12:00:00 AM,AUB,AUBURN BAY,DOGS,1385
05/01/2018 12:00:00 AM,ABP,AURORA BUSINESS PARK,CATS,0
05/01/2018 12:00:00 AM,ABP,AURORA BUSINESS PARK,DOGS,0
05/01/2018 12:00:00 AM,BNF,BANFF TRAIL,CATS,109
05/01/2018 12:00:00 AM,BNF,BANFF TRAIL,DOGS,223
05/01/2018 12:00:00 AM,BNK,BANKVIEW,CATS,205
05/01/2018 12:00:00 AM,BNK,BANKVIEW,DOGS,322
05/01/2018 12:00:00 AM,BYV,BAYVIEW,CATS,18
05/01/2018 12:00:00 AM,BYV,BAYVIEW,DOGS,85
05/01/2018 12:00:00 AM,BED,BEDDINGTON HEIGHTS,CATS,408
05/01/2018 12:00:00 AM,BED,BEDDINGTON HEIGHTS,DOGS,1046
05/01/2018 12:00:00 AM,BEL,BEL-AIRE,CATS,5
05/01/2018 12:00:00 AM,BEL,BEL-AIRE,DOGS,62
05/01/2018 12:00:00 AM,BLN,BELTLINE,CATS,580
05/01/2018 12:00:00 AM,BLN,BELTLINE,DOGS,860
05/01/2018 12:00:00 AM,BDO,BONAVISTA DOWNS,CATS,48
05/01/2018 12:00:00 AM,BDO,BONAVISTA DOWNS,DOGS,145
05/01/2018 12:00:00 AM,BOW,BOWNESS,CATS,532
05/01/2018 12:00:00 AM,BOW,BOWNESS,DOGS,1286
05/01/2018 12:00:00 AM,BRA,BRAESIDE,CATS,300
